,Genome ID,Organism code,Organism name,Assembly
1597,T07686,ptes,Paralysiella testudinis,GCA_016894345.1
1598,T00147,cvi,Chromobacterium violaceum,GCA_000007705.1
1599,T04565,cvc,Chromobacterium vaccinii,GCA_001855275.1
1600,T05234,chro,Chromobacterium sp. ATCC 53434,GCA_002848345.1
1601,T05549,chri,Chromobacterium phragmitis IIBBL 112-1,GCA_003325475.1
1602,T05744,chrb,Chromobacterium phragmitis IIBBL 274-1,GCA_003325495.1
1603,T05688,crz,Chromobacterium rhizoryzae,GCA_003443515.1
1604,T06224,chrm,Chromobacterium paludis,GCA_008275125.1
1605,T06734,chae,Chromobacterium haemolyticum,GCA_009936155.1
1606,T05767,iod,Iodobacter ciconiae,GCA_003952345.1
1607,T06803,ifl,Iodobacter fluviatilis,GCA_004194535.1
1608,T00884,lhk,Laribacter hongkongensis,GCA_000021025.1
1609,T01619,pse,Pseudogulbenkiania sp. NH8B,GCA_000283535.1
1610,T04552,jeu,Jeongeupia sp. USM3,GCA_001808185.1
1611,T04696,aql,Aquaspirillum sp. LM1,GCA_002002905.1
1612,T05698,amah,Aquitalea magnusonii,GCA_002217795.2
1613,T05865,aqs,Aquitalea sp. USM4,GCA_004328945.1
1614,T06622,dee,Deefgea sp. D17,GCA_013284055.1
1615,T06696,chiz,Chitinibacter bivalviorum,GCA_013403565.1
1616,T06720,cfon,Chitinibacter fontanus,GCA_013423785.1
1617,T07617,vog,Vogesella sp. XCS3,GCA_020616155.1
1618,T00071,rso,Ralstonia solanacearum GMI1000,GCA_000009125.1
1619,T01272,rsc,Ralstonia solanacearum CFBP2957,GCA_000197855.1
1620,T01273,rsl,Ralstonia solanacearum PSI07,GCA_000283475.1
1621,T02005,rsn,Ralstonia solanacearum Po82,GCA_000215325.1
1622,T02725,rsm,Ralstonia solanacearum CMR15,GCA_000427195.1
1623,T02751,rse,Ralstonia solanacearum FQY_4,GCA_000348545.1
1624,T06155,rsy,Ralstonia solanacearum UY031,GCA_001299555.1
1625,T00762,rpi,Ralstonia pickettii 12J,GCA_000020205.1
1626,T00925,rpf,Ralstonia pickettii 12D,GCA_000023425.1
1627,T03172,rpj,Ralstonia pickettii DTP0602,GCA_000471925.1
1628,T03778,rmn,Ralstonia mannitolilytica,GCA_000954135.2
1629,T04471,rin,Ralstonia insidiosa,GCA_001653935.1
1630,T05645,rpu,Ralstonia pseudosolanacearum,GCA_003595305.1
1631,T07219,rsg,Ralstonia syzygii subsp. celebesensis,GCA_016743075.1
1632,T00416,reh,Cupriavidus necator H16,GCA_000009285.2
1633,T01564,cnc,Cupriavidus necator N-1,GCA_000219215.1
1634,T05121,cuh,Cupriavidus necator NH9,GCA_002011925.2
1635,T00268,reu,Cupriavidus pinatubonensis JMP134,GCA_000203875.1
1636,T00351,rme,Cupriavidus metallidurans,GCA_000196015.1
1637,T00702,cti,Cupriavidus taiwanensis,GCA_000069785.1
1638,T03642,cbw,Cupriavidus basilensis,GCA_000832305.1
1639,T04050,cgd,Cupriavidus gilardii,GCA_001281465.1
1640,T04762,ccup,Cupriavidus sp. USMAHM13,GCA_001854285.1
1641,T04978,cup,Cupriavidus malaysiensis,GCA_001854325.1
1642,T05072,cuu,Cupriavidus sp. USMAA2-4,GCA_001854305.1
1643,T05738,cpau,Cupriavidus pauculus,GCA_003854935.1
1644,T06004,cox,Cupriavidus oxalaticus,GCA_004768545.1
1645,T00204,bma,Burkholderia mallei ATCC 23344,GCA_000011705.1
1646,T00457,bmv,Burkholderia mallei SAVP1,GCA_000015465.1
1647,T00471,bml,Burkholderia mallei NCTC 10229,GCA_000015605.1
1648,T00479,bmn,Burkholderia mallei NCTC 10247,GCA_000015625.1
1649,T03323,bmal,Burkholderia mallei 23344,GCA_000755865.1
1650,T03489,bmae,Burkholderia mallei 6,GCA_000755845.1
1651,T03490,bmaq,Burkholderia mallei BMQ,GCA_000755885.1
1652,T03522,bmai,Burkholderia mallei 2000031063,GCA_000756025.2
1653,T03523,bmaf,Burkholderia mallei FMH 23344,GCA_000755785.1
1654,T03524,bmaz,Burkholderia mallei NCTC 10247,GCA_000762285.1
1655,T03872,bmab,Burkholderia mallei 2002734299,GCA_000959165.1
1656,T00203,bps,Burkholderia pseudomallei K96243,GCA_000011545.1
1657,T00289,bpm,Burkholderia pseudomallei 1710b,GCA_000012785.1
1658,T00480,bpl,Burkholderia pseudomallei 1106a,GCA_000015925.1
1659,T00481,bpd,Burkholderia pseudomallei 668,GCA_000015905.1
1660,T00894,bpr,Burkholderia pseudomallei MSHR346,GCA_000182585.2
1661,T02756,bpse,Burkholderia pseudomallei MSHR305,GCA_000439695.1
1662,T03012,bpsm,Burkholderia pseudomallei MSHR511,GCA_000520895.1
1663,T03024,bpsu,Burkholderia pseudomallei MSHR146,GCA_000521645.1
1664,T03163,bpsd,Burkholderia pseudomallei MSHR520,GCA_000583835.1
1665,T02049,bpz,Burkholderia pseudomallei 1026b,GCA_000260515.1
1666,T02301,bpq,Burkholderia pseudomallei BPC006,GCA_000294635.1
1667,T02894,bpk,Burkholderia pseudomallei NCTC 13179,GCA_000494855.1
1668,T03422,bpsh,Burkholderia pseudomallei HBPUB10134a,GCA_000755925.1
1669,T03476,bpsa,Burkholderia pseudomallei NAU35A-3,GCA_000764575.1
1670,T03498,bpso,Burkholderia pseudomallei A79A,GCA_000770535.1
1671,T03428,but,Burkholderia pseudomallei TSV202,GCA_000770565.1
1672,T00311,bte,Burkholderia thailandensis E264,GCA_000012365.1
1673,T03111,btq,Burkholderia thailandensis 2002721723,GCA_000567925.1
1674,T03112,btj,Burkholderia thailandensis E444,GCA_000567945.1
1675,T03113,btz,Burkholderia thailandensis H0587,GCA_000567905.1
1676,T02644,btd,Burkholderia thailandensis MSMB121,GCA_000385525.1
1677,T03416,btv,Burkholderia thailandensis MSMB59,GCA_000764595.1
1678,T03380,bthe,Burkholderia thailandensis E254,GCA_000765375.1
1679,T03391,bthm,Burkholderia thailandensis USAMRU Malaysia #20,GCA_000706745.1
1680,T03763,btha,Burkholderia thailandensis 2003015869,GCA_000808035.2
1681,T03882,bthl,Burkholderia thailandensis 2002721643,GCA_000959425.1
1682,T03284,bok,Burkholderia oklahomensis E0147,GCA_000755985.1
1683,T03861,boc,Burkholderia oklahomensis C6786,GCA_000959365.1
1684,T06044,buu,Burkholderia mayonis,GCA_001523745.2
1685,T00493,bvi,Burkholderia vietnamiensis G4,GCA_000016205.1
1686,T03893,bve,Burkholderia vietnamiensis LMG 10929,GCA_000959445.1
1687,T00286,bur,Burkholderia lata,GCA_000012945.1
1688,T00363,bcn,Burkholderia cenocepacia AU 1054,GCA_000014085.1
1689,T00415,bch,Burkholderia cenocepacia HI2424,GCA_000203955.1
1690,T00669,bcm,Burkholderia cenocepacia MC0-3,GCA_000019505.1
1691,T00771,bcj,Burkholderia cenocepacia J2315,GCA_000009485.1
1692,T03308,bcen,Burkholderia cenocepacia DDS 22E-1,GCA_000755725.1
1693,T03488,bcew,Burkholderia cenocepacia DWS 37E-2,GCA_000764955.1
1694,T03804,bceo,Burkholderia cenocepacia H111,GCA_000236215.4
1695,T00398,bam,Burkholderia ambifaria AMMD,GCA_000203915.1
1696,T00684,bac,Burkholderia ambifaria MC40-6,GCA_000019925.1
1697,T00740,bmj,Burkholderia multivorans ATCC 17616 (Tohoku),GCA_000010545.1
1698,T00624,bmu,Burkholderia multivorans ATCC 17616 (JGI),GCA_000018505.1
1699,T03292,bmk,Burkholderia multivorans DDS 15A-1,GCA_000756005.1
1700,T03881,bmul,Burkholderia multivorans ATCC BAA-247,GCA_000959525.1
1701,T02205,bct,Burkholderia cepacia GG4,GCA_000292915.1
1702,T03302,bced,Burkholderia cepacia DDS 7H-2,GCA_000755805.1
1703,T04772,bcep,Burkholderia cepacia ATCC 25416,GCA_001411495.1
1704,T03793,bdl,Burkholderia dolosa,GCA_000959505.1
1705,T03962,bpyr,Burkholderia pyrrocinia,GCA_001028665.1
1706,T03969,bcon,Burkholderia contaminans,GCA_001029145.1
1707,T03794,bub,Burkholderia ubonensis,GCA_000959245.1
1708,T04698,bdf,Burkholderia diffusa,GCA_001718315.1
1709,T04819,blat,Burkholderia latens,GCA_001718795.1
1710,T04843,btei,Burkholderia territorii,GCA_001718335.1
1711,T04851,bsem,Burkholderia seminalis,GCA_001718535.1
1712,T04870,bpsl,Burkholderia pseudomultivorans,GCA_001718415.1
1713,T04871,bmec,Burkholderia metallica,GCA_001718555.1
1714,T04885,bstg,Burkholderia stagnalis,GCA_001718955.1
1715,T04946,bstl,Burkholderia stabilis,GCA_001742165.1
1716,T07672,bann,Burkholderia anthina,GCA_016458805.1
1717,T00905,bgl,Burkholderia glumae BGR1,GCA_000022645.2
1718,T03820,bgu,Burkholderia glumae LMG 2196 = ATCC 33617,GCA_000960995.1
1719,T01424,bug,Burkholderia sp. CCGE1001,GCA_000176935.2
1720,T01314,bgf,Burkholderia sp. CCGE1003,GCA_000148685.1
1721,T01464,bgd,Burkholderia gladioli BSR3,GCA_000194745.1
1722,T03826,bgo,Burkholderia gladioli ATCC 10248,GCA_000959725.1
1723,T01711,byi,Burkholderia sp. YI23,GCA_000236065.1
1724,T02110,buk,Burkholderia sp. KJ006,GCA_000262695.1
1725,T03604,bue,Burkholderia sp. RPE67,GCA_000828875.1
1726,T03759,bul,Burkholderia sp. 2002721687,GCA_000959325.1
1727,T04094,buq,Burkholderia sp. HB1,GCA_001293045.1
1728,T03632,bgp,Burkholderia plantarii PG1,GCA_000835205.1
1729,T04139,bpla,Burkholderia plantarii ATCC 43733,GCA_001411805.1
1730,T04266,bud,Burkholderia sp. Bp5365,GCA_001513745.1
1731,T05481,bum,Burkholderia sp. PAMC 26561,GCA_001557535.2
1732,T05699,bui,Burkholderia sp. PAMC 28687,GCA_001577465.1
1733,T07766,burk,Burkholderia sp. JP2-270,GCA_003233675.1
1734,T00340,bxe,Paraburkholderia xenovorans LB400,GCA_000013645.1
1735,T03290,bxb,Paraburkholderia xenovorans LB400,GCA_000756045.1
1736,T00704,bph,Paraburkholderia phymatum,GCA_000020045.1
1737,T01217,bge,Paraburkholderia atlantica CCGE1002,GCA_000092885.1
1738,T02300,bpx,Paraburkholderia phenoliruptrix,GCA_000300095.1
1739,T00765,bpy,Paraburkholderia phytofirmans PsJN,GCA_000020125.1
1740,T05111,buz,Paraburkholderia phytofirmans OLGA172,GCA_001634365.1
1741,T03799,bfn,Paraburkholderia fungorum,GCA_000961515.1
1742,T04141,bcai,Paraburkholderia caribensis,GCA_000522545.2
1743,T04610,pspw,Paraburkholderia sprentiae,GCA_001865575.2
1744,T04966,para,Paraburkholderia sp. SOS3,GCA_001922345.1
1745,T05169,parb,Paraburkholderia aromaticivorans,GCA_002278075.1
1746,T05305,phs,Paraburkholderia hospita,GCA_002902965.1
1747,T05318,pter,Paraburkholderia terrae,GCA_002902925.1
1748,T05548,pgp,Paraburkholderia graminis,GCA_003330785.1
1749,T05740,pcj,Paraburkholderia caledonica,GCA_003330745.1
1750,T05812,pts,Paraburkholderia terricola,GCA_003330825.1
1751,T06448,pcaf,Paraburkholderia caffeinilytica,GCA_003368325.1
1752,T06515,pmeg,Paraburkholderia megapolitana,GCA_007556815.1
1753,T07044,ptro,Paraburkholderia tropica,GCA_014171495.1
1754,T07246,pgis,Paraburkholderia ginsengisoli,GCA_016128195.1
1755,T07262,pacp,Paraburkholderia acidiphila,GCA_009789655.1
1756,T07287,pacs,Paraburkholderia acidisoli,GCA_009789675.1
1757,T07588,pew,Paraburkholderia edwinii,GCA_019428685.1
1758,T01355,brh,Mycetohabitans rhizoxinica,GCA_000198775.1
1759,T00502,pnu,Polynucleobacter asymbioticus,GCA_000016345.1
1760,T00683,pne,Polynucleobacter necessarius,GCA_000019745.1
1761,T04207,pdq,Polynucleobacter duraquae,GCA_000973625.1
1762,T05507,poh,Polynucleobacter paneuropaeus,GCA_003261295.1
1763,T02936,ppk,Pandoraea pnomenusa 3kgm,GCA_000590495.2
1764,T03067,ppno,Pandoraea pnomenusa RB38,GCA_000604065.3
1765,T03411,ppnm,Pandoraea pnomenusa DSM 16536,GCA_000767615.3
1766,T02950,prb,Pandoraea pnomenusa,GCA_000504585.2
1767,T03553,ppul,Pandoraea pulmonicola,GCA_000815105.2
1768,T03554,pspu,Pandoraea sputorum,GCA_000814845.2
1769,T03588,papi,Pandoraea apista,GCA_000826965.4
1770,T03688,pve,Pandoraea vervacti,GCA_000934605.2
1771,T03840,pox,Pandoraea oxalativorans,GCA_000972785.3
1772,T03947,ptx,Pandoraea thiooxydans,GCA_001017775.3
1773,T03972,pfg,Pandoraea faecigallinarum,GCA_001029105.3
1774,T04226,pnr,Pandoraea norimbergensis,GCA_001465545.3
1775,T06086,pand,Pandoraea sp. XY-2,GCA_004193915.1
1776,T06385,pfib,Pandoraea fibrosis,GCA_000807775.2
1777,T05492,plg,Paucimonas lemoignei,GCA_900475325.1
1778,T05560,hyf,Ephemeroptericola cinctiostellae,GCA_003339525.1
1779,T05799,lmir,Lautropia mirabilis,GCA_900637555.1
1780,T05801,mcys,Mycoavidus cysteinexigens,GCA_003966915.1
1781,T06459,caba,Caballeronia sp. SBC2,GCA_011039955.1
1782,T02684,buo,Caballeronia insecticola,GCA_000402035.1
1783,T06583,limn,Limnobacter sp. SAORIC-580,GCA_013004065.1
1784,T06695,cari,Chitinimonas arctica,GCA_007431345.1
1785,T07343,vtr,Candidatus Vallotia tarda,GCA_910593725.1
1786,T00139,bpe,Bordetella pertussis Tohama I,GCA_000195715.1
1787,T01846,bpc,Bordetella pertussis CS,GCA_000212975.1
1788,T02296,bper,Bordetella pertussis 18323,GCA_000306945.1
1789,T03638,bpet,Bordetella pertussis B1917,GCA_000193595.3
1790,T03754,bpeu,Bordetella pertussis 137,GCA_000812165.1
1791,T02297,bpar,Bordetella parapertussis Bpp5,GCF_000317935.1
1792,T00140,bpa,Bordetella parapertussis 12822,GCA_000195695.1
1793,T02344,bbh,Bordetella bronchiseptica 253,GCA_000318015.1
1794,T00141,bbr,Bordetella bronchiseptica RB50,GCA_000195675.1
1795,T02295,bbm,Bordetella bronchiseptica MO149,GCA_000317955.1
1796,T03637,bbx,Bordetella bronchiseptica S798,GCA_000829175.1
1797,T00637,bpt,Bordetella petrii,GCA_000067205.1
1798,T00695,bav,Bordetella avium,GCA_000070465.1
1799,T03052,bho,Bordetella holmesii ATCC 51541,GCA_000612485.1
1800,T03379,bhm,Bordetella holmesii 44057,GCA_000765395.1
1801,T04004,bhz,Bordetella hinzii,GCA_001078275.1
1802,T04322,btrm,Bordetella trematum,GCA_900078695.1
1803,T04591,bbro,Bordetella bronchialis,GCA_001676705.1
1804,T04592,bfz,Bordetella flabilis,GCA_001676725.1
1805,T04945,bpdz,Bordetella pseudohinzii,GCA_001698185.1
1806,T04979,boh,Bordetella sp. H567,GCA_001704295.1
1807,T05441,bgm,Bordetella genomosp. 13,GCA_002119665.1
1808,T05850,boj,Bordetella sp. J329,GCA_004006215.1
1809,T01341,axy,Achromobacter xylosoxidans A8,GCA_000165835.1
1810,T02785,axo,Achromobacter xylosoxidans NH44784-1996,GCA_000967095.1
1811,T02964,axn,Achromobacter xylosoxidans NBRC 15126 = ATCC 27061,GCA_000508285.1
1812,T04522,axx,Achromobacter xylosoxidans NCTC10807,GCA_001457475.1
1813,T04244,adt,Achromobacter denitrificans,GCA_001514355.1
1814,T04671,ais,Achromobacter insolitus,GCA_001971645.1
1815,T05274,asw,Achromobacter spanius,GCA_002812705.1
1816,T05288,achr,Achromobacter sp. AONIH1,GCA_002902905.1
1817,T05703,achb,Achromobacter sp. B7,GCA_003600685.1
1818,T07788,ady,Achromobacter deleyi,GCA_013116765.2
1819,T01390,teq,Taylorella equigenitalis MCE9,GCA_000185745.1
1820,T02186,tea,Taylorella equigenitalis ATCC 35865,GCA_000276685.1
1821,T02604,teg,Taylorella equigenitalis 14/56,GCA_000367245.1
1822,T01634,tas,Taylorella asinigenitalis MCE3,GCA_000226625.1
1823,T02603,tat,Taylorella asinigenitalis 14/45,GCA_000367225.1
1824,T01486,put,Pusillimonas sp. T7-7,GCA_000209655.1
1825,T05795,pus,Pusillimonas thiosulfatoxidans,GCA_004022565.1
1826,T06486,pud,Pusillimonas sp. DMV24BSW_D,GCA_011388195.1
1827,T02117,aka,Advenella kashmirensis,GCA_000219915.3
1828,T03016,amim,Advenella mimigardefordensis,GCA_000521505.1
1829,T03058,cdn,Castellaniella defragrans,GCA_000612685.1
1830,T03226,bpsi,Basilea psittacipulmonis,GCA_000743945.1
1831,T04157,afa,Alcaligenes faecalis ZD02,GCA_000967305.2
1832,T05446,afq,Alcaligenes faecalis JQ135,GCA_002242175.1
1833,T05678,aaqu,Alcaligenes aquatilis,GCA_003671915.1
1834,T07763,aamm,Alcaligenes ammonioxydans,GCA_019343455.1
1835,T04704,phn,Paenalcaligenes hominis,GCA_002005365.1
1836,T05133,odi,Orrella dioscoreae,GCA_900089455.2
1837,T05532,boz,Orrella marina,GCA_003058465.1
1838,T05343,our,Oligella urethralis,GCA_002984485.1
1839,T07321,oue,Oligella ureolytica,GCA_016028735.1
1840,T05719,pig,Pigmentiphaga sp. H8,GCA_003854895.1
1841,T06198,pacr,Pigmentiphaga aceris,GCA_008119665.1
1842,T05924,kgy,Kerstersia gyiorum,GCA_004551665.1
1843,T07761,park,Paralcaligenes sp. KSB-10,GCA_021266465.1
1844,T00334,rfr,Rhodoferax ferrireducens,GCA_000013605.1
1845,T04623,rsb,Rhodoferax saidenbachensis,GCA_001955715.1
1846,T04655,rac,Rhodoferax antarcticus,GCA_001955735.1
1847,T04721,rhy,Rhodoferax koreense,GCA_001955695.1
1848,T06165,rhf,Rhodoferax sediminis CHu59-6-5,GCA_006970865.1
1849,T06176,rhg,Rhodoferax sediminis Gr-4,GCA_006974105.1
1850,T00343,pol,Polaromonas sp. JS666,GCA_000013865.1
1851,T00459,pna,Polaromonas naphthalenivorans,GCA_000015505.1
1852,T05689,pos,Polaromonas sp. SP1,GCA_003711205.1
1853,T06273,poo,Polaromonas sp. Pch-P,GCA_009664225.1
1854,T06542,pvac,Polaromonas vacuolata,GCA_012584515.1
1855,T00451,aav,Acidovorax citrulli,GCA_000015325.1
1856,T00455,ajs,Acidovorax sp. JS42,GCA_000015545.1
1857,T00853,dia,Acidovorax ebreus,GCA_000022305.1
1858,T01445,aaa,Acidovorax avenae,GCA_000176855.2
1859,T02290,ack,Acidovorax sp. KKS102,GCA_000302535.1
1860,T04481,acra,Acidovorax sp. RAC01,GCA_001714725.1
1861,T04914,acid,Acidovorax carolinensis NA2,GCA_002157165.1
1862,T04962,acip,Acidovorax carolinensis P4,GCA_002157125.1
1863,T04997,acin,Acidovorax carolinensis NA3,GCA_002157145.1
1864,T04998,acis,Acidovorax carolinensis P3,GCA_002157185.1
1865,T05680,acio,Acidovorax sp. 1608163,GCA_003669015.1
1866,T06798,amon,Acidovorax monticola,GCA_014489595.1
1867,T07217,aant,Acidovorax antarcticus,GCA_013363755.1
1868,T00460,vei,Verminephrobacter eiseniae,GCA_000015565.1
1869,T00620,dac,Delftia acidovorans,GCA_000018665.1
1870,T01497,del,Delftia sp. Cs1-4,GCA_000214395.1
1871,T04496,dts,Delftia tsuruhatensis,GCA_001753225.1
1872,T04584,dhk,Delftia sp. HK171,GCA_001886655.1
1873,T06974,dla,Delftia lacustris,GCA_016027815.1
1874,T00916,vap,Variovorax paradoxus S110,GCA_000023345.1
1875,T01392,vpe,Variovorax paradoxus EPS,GCA_000184745.1
1876,T02835,vpd,Variovorax paradoxus B4,GCA_000463015.1
1877,T04325,vaa,Variovorax sp. PAMC 28711,GCA_001577265.1
1878,T05068,vbo,Variovorax boronicumulans,GCA_002291405.1
1879,T05380,vam,Variovorax sp. PMC12,GCA_003019815.1
1880,T01109,ctt,Comamonas thiooxydans,GCA_000093145.2
1881,T03218,ctes,Comamonas testosteroni TK102,GCA_000739375.1
1882,T04758,cke,Comamonas kerstersii,GCA_002056725.1
1883,T04892,cser,Comamonas serinivorans,GCA_002158865.1
1884,T06146,cof,Comamonas sp. NLF-7-7,GCA_007954405.1
1885,T07338,caqt,Comamonas aquatica,GCA_018064205.1
1886,T07833,codo,Comamonas odontotermitis,GCA_020080045.1
1887,T01397,adn,Alicycliphilus denitrificans BC,GCA_000179015.2
1888,T01463,adk,Alicycliphilus denitrificans K601,GCA_000204645.1
1889,T01544,rta,Ramlibacter tataouinensis,GCA_000215705.1
1890,T02877,cbx,Candidatus Symbiobacter mobilis,GCA_000477435.1
1891,T04031,oto,Ottowia sp. oral taxon 894,GCA_001262075.1
1892,T05363,otk,Ottowia oryzae,GCA_003008535.1
1893,T04120,lim,Limnohabitans sp. 103DPR2,GCA_001412575.1
1894,T04121,lih,Limnohabitans sp. 63ED37-2,GCA_001412535.1
1895,T04455,hyr,Hydrogenophaga sp. RAC07,GCA_001713375.1
1896,T04491,hyb,Hydrogenophaga sp. PBC,GCA_000263795.2
1897,T04505,hyl,Hydrogenophaga sp. LPB0072,GCA_001761385.1
1898,T05960,hyc,Hydrogenophaga sp. PAMC20947,GCA_004795855.1
1899,T06073,hpse,Hydrogenophaga pseudoflava,GCA_004353865.1
1900,T06379,hyn,Hydrogenophaga sp. BPS33,GCA_009859475.1
1901,T04937,dpy,Diaphorobacter polyhydroxybutyrativorans,GCA_002214645.1
1902,T06499,dih,Diaphorobacter sp. HDW4A,GCA_011305995.1
1903,T06773,daer,Diaphorobacter aerolatus,GCA_014489535.1
1904,T06813,drg,Diaphorobacter ruginosibacter,GCA_014395975.1
1905,T05361,simp,Simplicispira suum,GCA_003008595.1
1906,T05362,melm,Pulveribacter suum,GCA_003013695.1
1907,T05358,mela,Melaminivora sp. SC2-9,GCA_003008575.1
1908,T07790,mje,Melaminivora jejuensis,GCA_021249385.1
1909,T03614,cbaa,Serpentinomonas raichei,GCA_000828895.1
1910,T03627,cbab,Serpentinomonas mccroryi,GCA_000828915.1
1911,T06911,sthm,Schlegelella thermodepolymerans,GCA_015476235.1
1912,T06904,kia,Kinneretia sp. DAIF2,GCA_015624425.1
1913,T00470,mpt,Methylibium petroleiphilum,GCA_000015725.1
1914,T05827,metp,Methylibium sp. Pch-M,GCA_004136295.1
1915,T00490,har,Herminiimonas arsenicoxydans,GCA_000026125.1
1916,T00561,mms,Janthinobacterium sp. Marseille,GCA_000013625.1
1917,T03157,jag,Janthinobacterium agaricidamnosum,GCA_000723165.1
1918,T04271,jab,Janthinobacterium sp. B9-8,GCA_000969645.2
1919,T04539,jaz,Janthinobacterium sp. 1_2014MBL_MicDiv,GCA_001865675.1
1920,T04756,jal,Janthinobacterium sp. LM6,GCA_002002885.1
1921,T05119,jsv,Janthinobacterium svalbardensis,GCA_002327145.1
1922,T05896,jaj,Janthinobacterium sp. 17J80-10,GCA_004114795.1
1923,T06359,jas,Janthinobacterium tructae,GCA_006517255.1
1924,T06723,jlv,Janthinobacterium lividum,GCA_013372045.1
1925,T01268,hse,Herbaspirillum seropedicae SmR1,GCA_000143225.1
1926,T04519,hsz,Herbaspirillum seropedicae Z67,GCA_001040945.1
1927,T04039,hht,Herbaspirillum hiltneri,GCA_001267925.1
1928,T04238,hrb,Herbaspirillum rubrisubalbicans,GCA_001483945.1
1929,T05024,hee,Herbaspirillum sp. meg3,GCA_002257565.1
1930,T05937,hhf,Herbaspirillum huttiense,GCA_004367745.1
1931,T06761,hfr,Herbaspirillum frisingense,GCA_014171515.1
1932,T01304,zin,Candidatus Zinderia insecticola,GCA_000147015.1
1933,T01583,cfu,Collimonas fungivorans,GCA_000221045.1
1934,T03512,care,Collimonas arenae,GCA_000786695.1
1935,T04306,cpra,Collimonas pratensis,GCA_001584185.1
1936,T04026,mnr,Massilia sp. NR 4-1,GCA_001191005.1
1937,T04122,masw,Massilia sp. WG5,GCA_001412595.2
1938,T05157,mass,Massilia violaceinigra,GCA_002752675.1
